,ADBE,AMD,ABNB,GOOGL,AMZN,AEP,AMGN,ADI,ANSS,AAPL,AMAT,ARM,ASML,AZN,TEAM,ADSK,ADP,BKR,BIIB,BKNG,AVGO,CDNS,CDW,CHTR,CTAS,CSCO,CCEP,CTSH,CMCSA,CEG,CPRT,CSGP,COST,CRWD,CSX,DDOG,DXCM,FANG,DLTR,DASH,EA,EXC,FAST,FTNT,GEHC,GILD,GFS,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KLAC,KHC,LRCX,LIN,LULU,MAR,MRVL,MELI,META,MCHP,MU,MSFT,MRNA,MDLZ,MDB,MNST,NFLX,NVDA,NXPI,ORLY,ODFL,ON,PCAR,PANW,PAYX,PYPL,PDD,PEP,QCOM,REGN,ROP,ROST,SBUX,SMCI,SNPS,TTWO,TMUS,TSLA,TXN,TTD,VRSK,VRTX,WBD,WDAY,XEL,ZS
CCEP,0.1312518379018897,0.1003713449661238,0.23439486378653027,0.0871708276866189,0.20487036702155256,0.3266290307906944,0.1916078991813906,0.22788268014337978,0.22835990020653266,0.19914678729671195,0.16138276454783082,0.24750435592568854,0.2914452453937517,0.21015753231497028,0.10361021883122128,0.2123475556462564,0.14247169333440549,0.025765588096067226,0.27594503138674126,0.29651264869492316,0.19593254532644624,0.1480101661419608,0.2704935089962883,0.23561591605061838,0.2788791878069708,0.17133607616445654,1.0,0.16886324505498773,0.26524107833016924,0.10901606325662547,0.21988642527352587,0.1566631812062505,0.28200251169265433,0.11577090061268654,0.28459496121530786,0.15776527911851124,0.23093407110577333,-0.03311769779384887,0.242609699292958,0.25045145559963056,0.10693857374716109,0.25549859003312947,0.18550773675376706,0.1489401621760301,0.14829883855032247,0.3406517563346132,0.19315418203759233,0.2786999543679625,0.3169404730388555,0.24216467959211876,0.10437982628669198,0.17557622592277608,0.28728395213136826,0.415327567816089,0.1830841204945575,0.42035459831183136,0.17873473759195393,0.2177645067109117,0.22294813829339757,0.27119638936047286,0.1206515946325418,0.16513684994679276,0.13638140466702955,0.21703611079713803,0.10232472808579914,0.16153602658103777,0.08719984256464512,0.5452998976561483,0.09644507336663614,0.5294651216438346,0.11633452277384124,0.10470144084808067,0.1885434641505438,0.2397517114836267,0.11654113225244253,0.12774830517324856,0.20514631146325224,0.07798987744936464,0.16828203377720147,0.16900579140981906,0.1808506806004863,0.5839625972662481,0.16477992101375594,0.12454940898436141,0.30886776557072926,0.2255925337441384,0.31157326045190614,0.10896197559859809,0.09792101212696408,0.07612774832277051,0.2986204117214476,0.19603175323445476,0.22004706610715494,0.13030332519985405,0.2493359675388414,0.2650661467087676,0.20670284633862615,0.14961936904965814,0.33064838578104594,0.09354402073976303
CTSH,0.31769854375666406,0.3850180153532604,0.3406274058089278,0.26906231509965767,0.3162174209715498,0.1729409943588495,0.1514433477863583,0.4102369749394233,0.2771704621300112,0.2377052435460765,0.37091344447693003,0.32553714197050704,0.39484540433221754,0.010641462396458244,0.3998006054039079,0.3974370198597444,0.3094625250680548,0.29495552804993974,0.2745146590815096,0.24772976271304198,0.3281517647491315,0.2746960530846416,0.4069073906994395,0.31072308722358866,0.27493625741103206,0.33619671620021707,0.16886324505498773,1.0,0.3380554263042693,0.3884317859623257,0.3854075705690272,0.3998671992126179,0.3512286151766632,0.2552514022483164,0.3546533679147539,0.3605911447867559,0.18416872871382797,0.2496693936982156,0.21783594771775494,0.23747019847470266,0.1077236421737309,0.08635861755521881,0.2712332602844288,0.12263032633020322,0.19607404576342055,0.1082129549612606,0.3833916687244764,0.4264306479859244,0.32549712505605455,0.14003363182894765,0.4013543433697907,0.3867639874446768,0.22810472635309959,0.09882922704083306,0.35258576839524425,0.18110041188922835,0.3908541478641184,0.2693272727405786,0.29443956226736584,0.3271145473815638,0.38932472501276055,0.3777144636278325,0.3009667003384021,0.4432498010595703,0.33771729556628977,0.29621116289615285,0.25769889162675846,0.1712853000887441,0.32616258356812766,0.21585135474063674,0.27939976707732367,0.24006410581990906,0.44164867151307474,0.13538942130104314,0.34333583770923337,0.3452139390577093,0.2968309582315806,0.09035067101763748,0.32356259389583564,0.23028399028763388,0.2664712287361148,0.09683425772185254,0.2432540525947745,0.06036756592425901,0.31780205781578624,0.26881408453936095,0.2939138256237731,0.2216619623521865,0.26976266939107774,0.25322538714439546,0.0962276786416429,0.3051226353286824,0.4672781589486311,0.18315432567374032,0.16380256282850408,0.0685769124111433,0.34530548646474624,0.31328656441405495,0.15824443753370118,0.24000358823458504
CMCSA,0.27386800016803386,0.21828087633217405,0.3246422681024416,0.32776135212422863,0.31622165910424543,0.24376569494771524,0.24852834953132638,0.3395270455146456,0.23976627839100054,0.3567078660331222,0.3542694318486559,0.23487365100909743,0.3839279329604501,0.04569922166830216,0.21871181425011801,0.37590339321653615,0.3023937410077012,0.16372037066396303,0.34163187637866854,0.33318429329591737,0.35268445358288497,0.22885939729171564,0.2863124973471359,0.6814087522098616,0.30062420785263727,0.3413992258389743,0.26524107833016924,0.3380554263042693,1.0,0.18584670029760472,0.30169072125826746,0.35356298627795,0.32338986705424333,0.2209754174715074,0.34455941734896184,0.15316097563713568,0.22288024121491498,0.22707995392495745,0.27879947756779166,0.3518163247614486,0.24278092862590292,0.1678611860383543,0.3455308231663993,0.15649461698431455,0.2545130006172965,0.15658416037876974,0.31706254306756443,0.38272002234538877,0.4206203207391925,0.28413675217743933,0.33494431198196845,0.34566143775425157,0.3209966988057353,0.08359145367136002,0.4005700323238751,0.21320966252848186,0.4060158304361287,0.15347379098727698,0.24884923446592636,0.3240911029433043,0.29639093730931076,0.27479398552295314,0.4586635188060503,0.3288958360067352,0.3275322186293786,0.2628493162157714,0.20518832030975367,0.2587530771395924,0.150808417742693,0.2560353156873945,0.23870515847410412,0.18010495612610836,0.2865577369226737,0.0416479788034812,0.290634169334916,0.219018262218104,0.2831150170231204,0.16931477732286965,0.35944453465022036,0.3406736489320307,0.21140177396991022,0.20353139484536797,0.30230628200708926,0.1820641373912192,0.3912859388570031,0.2767474125757678,0.3739145386567181,0.18781640705025102,0.20472320104674543,0.32954340253168823,0.1659693133734097,0.2536158543270735,0.39326991918577114,0.29258362568038837,0.1857512737375735,0.25799138909426006,0.42751674843086673,0.22546969172214157,0.22748082110638415,0.2039324953213617
CEG,0.310197625611525,0.2640228598288942,0.14121482036518523,0.22534278159972107,0.28548058091216333,0.3054307206503355,0.22229752776298695,0.29470207219695965,0.10742321440004585,0.23334084547731204,0.2655846788752705,0.15887982175802234,0.2990504071208367,0.15582007259826358,0.272581158940944,0.23803459902873447,0.31600358718611726,0.3246398999080028,0.17278949961128098,0.25130266661278755,0.25685165255985054,0.2789013008450788,0.2670773033428986,0.24364147539273445,0.33389650357251516,0.24551434746815642,0.10901606325662547,0.3884317859623257,0.18584670029760472,1.0,0.32571845589073317,0.32020359978907365,0.31512429559988203,0.14267870025951773,0.27799073852261913,0.10273055414173035,0.08926312575778333,0.2846466454596953,0.10206192749018245,0.18497736405871396,0.19334363765055465,0.2900620153161223,0.23709553465527355,0.15035798958712854,0.1579506663162119,0.17074949439947326,0.27639500584184623,0.38149027412494724,0.2548452907116976,0.1649566314508673,0.2924481989861251,0.3373229964670872,0.2174402463868553,0.1243008733028336,0.3038341202664122,0.1374538934699516,0.28368095679433564,0.2737963619501009,0.1634886446328996,0.2562476476650296,0.2758689217235845,0.21672379049798457,0.18386627343762996,0.26862806848844323,0.2412132084758533,0.22303993382669046,0.135023552577141,0.1162174016579449,0.13511510198871982,0.19162254135769996,0.15466174727813023,0.21192982045183387,0.2931654171126683,0.2001857596846071,0.3426050336630279,0.2101849742364499,0.31795744599821896,0.08460733133592283,0.30536471225594897,0.14341385496306314,0.24401671605192587,0.14288439762811203,0.21192010004047776,0.1436556583573523,0.33614201525669585,0.1846112280519497,0.2741832260443923,0.15218981568951728,0.2752454651134452,0.2104173587451871,0.17275650990544222,0.20475059324347372,0.30572260875384233,0.1994007042681257,0.24869868478036286,0.19091033250925354,0.19347621027192088,0.2250390032884169,0.28946119105340373,0.1266273701043157
CPRT,0.5119087713967778,0.4851317061325784,0.38904852689438696,0.374169852879034,0.39693991779244714,0.17230598974624386,0.0870543651562461,0.45500945015805927,0.4345223132955851,0.4514722320274615,0.5165296705838458,0.3336602114872067,0.5644976027690737,0.09517697304125129,0.32881289605658887,0.4673191588078141,0.3665095025712735,0.23713143918270763,0.2739143461570522,0.46738380465072815,0.47319364163647437,0.645735011232143,0.3476454044842763,0.2783195060685342,0.4957699051582538,0.28066733722586656,0.21988642527352587,0.3854075705690272,0.30169072125826746,0.32571845589073317,1.0,0.4789055606748716,0.43150775459659096,0.4465821085316299,0.348591709545177,0.39339979991769775,0.24677185157076453,0.15227895422666343,0.29873100782242784,0.3970656143187469,0.26916294059352286,0.1769555050623445,0.46027611612630887,0.32528032425449954,0.31949850660267753,0.21070416264440162,0.4556792151725944,0.415515298306779,0.4664103599295866,0.22096164063338494,0.2998974001620942,0.5691700478992129,0.4442954304722297,0.12716148651075276,0.5307549458382663,0.11091481091411907,0.4918832548944608,0.4121328549558197,0.3654161053612982,0.4586794387008204,0.4040146618600925,0.3921549238401164,0.3246441296129439,0.47538098067942625,0.3720953846220522,0.4169894061205786,0.08020544692638389,0.2454848683622445,0.4109356719988257,0.3854555178556357,0.3869392858691624,0.4286955495960544,0.4773034726636105,0.31327229766583276,0.4255960158169046,0.38145742013125117,0.38632570920042353,0.37306548706879383,0.38728475209837776,0.30249389995803605,0.10193553881150949,0.2128708800792083,0.41497869263175086,0.1775673839311006,0.5139906141703978,0.45401485980921974,0.4029224550834779,0.34478053204788783,0.664161494208689,0.5375071387917205,0.14178673223872904,0.3537864447585976,0.4697075583309136,0.31706495863832085,0.4153127955688803,0.2298230919164689,0.2396745313027311,0.4381797818113093,0.1716685538213242,0.4324285333568002
CSGP,0.37450067007970783,0.2967895160616195,0.3532840444972658,0.29475661074039805,0.44367510485170925,0.2920564117736854,0.15485509174893855,0.39733975799795024,0.38932235681298,0.34114646106400565,0.32904126362631536,0.3790347334132657,0.3640409100735184,0.16530343330307984,0.4544761676553084,0.402248861237049,0.3914499578778391,0.25761875551635194,0.37209867993068385,0.27594691396679144,0.3626677027043655,0.35683436592838386,0.3486498377398937,0.319027146239291,0.46948239682550424,0.2851351003949084,0.1566631812062505,0.3998671992126179,0.35356298627795,0.32020359978907365,0.4789055606748716,1.0,0.34240213110167106,0.31475979533016324,0.3287319480133484,0.4369962558508431,0.22326200125767848,0.11092858599398833,0.30054207467070904,0.35117233696212763,0.29256753153618703,0.23922078321228238,0.37253114162403284,0.19459202404935014,0.3545265587930583,0.17323582085419112,0.3400287345888481,0.49202648325526877,0.47251404280801595,0.30994379632083713,0.31311198901283416,0.4785139871594943,0.3615125396728487,0.02963562658860712,0.40489994996746326,0.16253705766881896,0.3337626870605412,0.337525972542966,0.3055693955354755,0.30805962374550544,0.3124389017827279,0.26343183612411103,0.32980707734367204,0.36578021549703305,0.26483110523320785,0.42345789470373413,0.26044309351262723,0.20007157307456888,0.4490594432664247,0.2577150183696693,0.23363397273394834,0.20935043228113437,0.38553303619045376,0.3112252940950072,0.24065491777158826,0.2923596336758327,0.3460139238543697,0.17815527017402752,0.3514701994051801,0.39644518194862555,0.14455862335790892,0.14647560461513356,0.31298552215128,0.07383590337077144,0.45226985008179,0.3021402363052755,0.3978995792672025,0.17574712747969753,0.33461973363600367,0.3893724437529078,0.21349178323401868,0.2618021321432246,0.4404566152078361,0.3862685169159216,0.3322720375309454,0.21159387052556072,0.2734634683991976,0.39118025837069487,0.29531192571349835,0.3515156868905807
COST,0.40819731704421003,0.319604493633196,0.32972418110781687,0.3241970544358835,0.39922382141937207,0.28809408414540416,0.2869956677489959,0.3680428454109132,0.3137823282491751,0.39181916990253035,0.42538983391334534,0.10502407770953093,0.35402905300852133,0.05469191590568177,0.20554370477159362,0.32954880770180267,0.31218199094549426,0.16696561865571521,0.27638919944759105,0.298249453338986,0.4471181491694741,0.3731146299865122,0.3227024807352771,0.3160943023550675,0.4191601942263069,0.38499847732981346,0.28200251169265433,0.3512286151766632,0.32338986705424333,0.31512429559988203,0.43150775459659096,0.34240213110167106,1.0,0.2866234363597168,0.27852225960460986,0.20936571931807044,0.21530693232529657,0.03576707309329719,0.30547382538917073,0.2976526172251812,0.23892990846231527,0.1580533167074273,0.3461850638114874,0.21596643929716683,0.197160907322532,0.27133389291625337,0.293104831633016,0.36437101251953197,0.4000756036890254,0.2198566001772391,0.2578434697698337,0.4262925276311099,0.324115239011155,0.2685785361369277,0.42310640956738305,0.2753538829587875,0.423569167982647,0.2603559702625583,0.2804979849277811,0.3130916230655925,0.3926041660733434,0.2813628094445954,0.29426855823119036,0.339219219232564,0.29302915493960285,0.3188183121912455,0.1265395677300309,0.40852410385074805,0.18563168935835409,0.418903385713703,0.28539156679851463,0.24291485928256637,0.33732917261865586,0.2681367683218291,0.39868031512090363,0.2269138544974777,0.2841369425756945,0.2504208916792291,0.35077168489339405,0.21724379174457512,0.20449634579236553,0.37186970457070345,0.36714717813598885,0.14809547816156002,0.40736368309621185,0.37145132455717406,0.3164461297017878,0.18652619792627367,0.3599677896085973,0.29636441617007875,0.23641094919724348,0.290636020630947,0.41634110488512416,0.23136096017728514,0.3580468722285474,0.2472192878375579,0.23994740192386457,0.2908617217254406,0.33091073548087796,0.3113508252693582
CRWD,0.46179692576297987,0.4753810022490206,0.34265131228532125,0.407028765482672,0.43392890500134257,0.028075214261120196,0.03652465959219801,0.41901285730407517,0.3840725374649703,0.42617672332070283,0.43630420825885274,0.27627500095487423,0.4431194929396762,0.037844352011371866,0.46256820583522484,0.4964623193314242,0.29186592897928637,0.08662207568545131,0.1808461233463579,0.2661068328668306,0.4018866641358101,0.5382484262546642,0.286877301682418,0.15464194828785288,0.32445843286908554,0.27910911891513507,0.11577090061268654,0.2552514022483164,0.2209754174715074,0.14267870025951773,0.4465821085316299,0.31475979533016324,0.2866234363597168,1.0,0.2134439510340415,0.5507067863604963,0.22183606177098816,0.08787759623717788,0.16370940304757023,0.4189304687397916,0.26477786822172406,0.056590713593099425,0.30592622453932566,0.41852034999717563,0.22665115781072867,0.019354776645965056,0.46285856937291403,0.2317221925895103,0.36071871355453755,0.24970886205863524,0.3558809947029308,0.48484901385627655,0.2935083534929003,0.017993285785821014,0.42500165519845706,0.03487979661241088,0.4023267304869531,0.24763949800624954,0.23413918720178167,0.2020315661843084,0.42698214353220876,0.3887945040720032,0.3800886416027429,0.42793870111039956,0.2983117258047755,0.4369965047921384,0.14840875102620818,0.025054847021028302,0.49762200997568334,0.22144533592699578,0.3296476409630705,0.39122934251531155,0.4319458577068472,0.11032124736147438,0.2595668835181743,0.3876758694289095,0.1835981383341098,0.6104863918703434,0.28224463059889576,0.3373648434803097,0.23638324069323244,0.009610251983734809,0.36939187940441676,0.07926819410351328,0.31073376669020786,0.23675001163510973,0.18789134397417992,0.2713436382656126,0.5449340198998097,0.3910135725831922,0.13136457254442405,0.43775706610418935,0.4084514389872155,0.41113035455296015,0.2210794677547861,0.07966629560087088,0.21931262050649364,0.5836831674809412,0.0663187556351354,0.7381166402175222
CSX,0.2270492881312453,0.21761305369246708,0.18859068491001282,0.21012613246272271,0.17828533953814957,0.3468372667786316,0.19295121328450118,0.4017559568599777,0.2794277851151957,0.340965701218958,0.3793334407995189,0.23524183799272405,0.381352850432085,0.13391991259413616,0.15050995441535306,0.30012791337260697,0.4115475960114977,0.25199443703945845,0.2730796382874355,0.22453238266746822,0.2419446824494948,0.2198293913958363,0.3043210771783701,0.30454867851798106,0.40439811485746,0.25370397748855056,0.28459496121530786,0.3546533679147539,0.34455941734896184,0.27799073852261913,0.348591709545177,0.3287319480133484,0.27852225960460986,0.2134439510340415,1.0,0.18099163971869603,0.18198387090821033,0.23915716598160416,0.26412117470253066,0.31413112817454575,0.18881547077266989,0.24895976065971467,0.4427897726016263,0.31129778380301115,0.22210251595237046,0.18665259369612125,0.3179884947048293,0.4716552976222273,0.39931723914860046,0.21902378598080477,0.25415204572493905,0.3310714523149254,0.34730036225463934,0.26265876672327804,0.3567733344435368,0.25813912604332984,0.36903920153197356,0.35964820343460246,0.33031515649610826,0.34660064825634057,0.24164928582153894,0.13629883485346356,0.26642061343713563,0.44796934711802194,0.20455267912148675,0.19945674887351778,0.18503385393392074,0.28957882799302415,0.20300875592612355,0.26155599554552517,0.18984745892808386,0.22406443085587893,0.4047772737999672,0.22361128258658428,0.46161415843268233,0.30125629201448123,0.40729516121480785,0.10102326207334526,0.454324807212732,0.3514109363905072,0.11739648593473828,0.3118842800059411,0.2918787871246358,0.14181013367809148,0.3518658788900078,0.2848292058435006,0.3378278568166057,0.15227847431931404,0.23567999710945425,0.2693027672249411,0.1378173872684366,0.17678876173122526,0.5053927323460528,0.2312131364725122,0.32905551580818,0.13240245905418313,0.2606269776961568,0.19866008431154195,0.3152515289606062,0.24828585886830598
DDOG,0.3807239725641471,0.4259920001519767,0.3349985730296385,0.34297088855901425,0.493136495884733,0.02948532578527759,-0.04482810956339615,0.356354661588881,0.31938846600502924,0.30114163011252043,0.330581914579336,0.3571238394398292,0.34795980779550434,-0.024714694211699497,0.5357275030538149,0.4588716395954037,0.2506235138182325,0.05320661835197363,0.11641909578268839,0.24408794891932076,0.2954162661079678,0.3875730680190938,0.1444533328140001,0.13014057963743014,0.2811944981204967,0.16628620383870946,0.15776527911851124,0.3605911447867559,0.15316097563713568,0.10273055414173035,0.39339979991769775,0.4369962558508431,0.20936571931807044,0.5507067863604963,0.18099163971869603,1.0,0.27220523690212517,0.009501449087356586,0.21623470619232962,0.3386819352091469,0.11715816012170281,0.01970685929529895,0.23149272110969618,0.2435329996966171,0.18367516217478758,-0.025792929528763924,0.3831266170075239,0.18528201331571476,0.2804288952752681,0.27449947928259855,0.27751399410819744,0.4659014553206799,0.28872869365928494,0.04938394881314279,0.3265688793014129,0.043666221704884545,0.3002164002392886,0.15442280549694887,0.2559923322014834,0.23485396552811214,0.3298322020679385,0.30683064264222465,0.28570646207334743,0.3315053732440905,0.23214482963968716,0.47337187361400984,0.20812428825956952,0.05768583429745614,0.7187564370822881,0.1516158804535213,0.26820718683739975,0.3009816218943184,0.3609137135360058,0.11411371673552068,0.16026668622986398,0.3544102841174082,0.16868646087531267,0.39558619074023044,0.24021679665206472,0.2822045768550503,0.24439156107082682,0.05641076063663668,0.2518883297293126,-0.06845768309288373,0.17753401744701922,0.21723065089904076,0.19638414828182962,0.24910962929220604,0.4027466991134757,0.30389449603859986,0.06869351398483621,0.3746712539884195,0.2967023049429735,0.32800846688007174,0.20861854075540306,0.0273353959181918,0.17406978974303872,0.43044323748105084,0.029170437229966952,0.5650967603422726
DXCM,0.17212591212121364,0.23813263780080302,0.20585592380118675,0.1619576483214973,0.22603254713197649,0.12706323175970222,-0.01033254837137437,0.2413188205947572,0.2043728003572178,0.14085729023806065,0.16170299363641935,0.24922987417806924,0.20830473606100244,0.03779733332373131,0.23090204250441523,0.2600615188352571,0.14791427174905736,0.14990644480599308,0.07526208385531119,0.12439764227967166,0.1657591321642586,0.16413246673875803,0.08028953166602756,0.022018984741533115,0.23361454972125886,0.0717906615377817,0.23093407110577333,0.18416872871382797,0.22288024121491498,0.08926312575778333,0.24677185157076453,0.22326200125767848,0.21530693232529657,0.22183606177098816,0.18198387090821033,0.27220523690212517,1.0,0.12568092713853896,0.16771167575026827,0.19227415640723844,0.12207151166641923,0.05831935470883723,0.14382217576975637,0.19579933921216572,0.1927742523808655,0.18622733471975952,0.17880371357927996,0.2150982679594843,0.3269645534371314,0.23498566999986314,0.2758218341371597,0.2049517468768604,0.5013877833545801,0.2650869991440903,0.14383563846842548,0.2085644824976864,0.13397377714679662,0.15896802615347505,0.23189153270778226,0.1681675736110245,0.15164010115578522,0.2120102494794766,0.1838730879250044,0.18108007284036418,0.11464618447391367,0.2251602973001913,0.12522537170182538,0.27600731835850323,0.227193486040552,0.32565690549047954,0.14010997573612521,0.08496509474338537,0.2124995258839358,0.07957689843011549,0.13154121777229483,0.23089083141363584,0.13820016568323895,0.1721635082461364,0.10958835508866502,0.20084199706434247,0.11885182488870868,0.28232567184195106,0.173367008853547,0.08398694482707951,0.11314981882141818,0.14776181625523055,0.20968768298006388,0.12941944060421223,0.1884817546001569,0.2697481378252105,0.1069250861978585,0.12661788322805445,0.22291895762482997,0.1752385154548305,0.14107685811767612,0.14240329830862283,0.09911870883026515,0.25510496032355573,0.10480962865450602,0.21723388463222815
FANG,0.16227196459304016,0.0621669680353916,0.15688974973451444,0.003613478609262876,-0.033718264143245816,0.09983807546242404,0.1184368815499765,0.16442788992783247,0.062001031048358614,0.12437442805503042,0.10187892600579508,0.16701436532710484,0.16101863995221335,0.11320171342490354,0.12830700344897675,0.18770740687772322,0.1610436219113034,0.7158931831032634,0.14745565363872018,0.18309004991725983,0.14913172542096925,0.0905268041502839,0.20849983471167544,0.2623828673478287,0.17987394446101543,0.21567653491546573,-0.03311769779384887,0.2496693936982156,0.22707995392495745,0.2846466454596953,0.15227895422666343,0.11092858599398833,0.03576707309329719,0.08787759623717788,0.23915716598160416,0.009501449087356586,0.12568092713853896,1.0,0.15807816368126987,0.09101377009707291,0.18415002638747477,0.09962275619675065,0.15049147704494337,0.16456756460243357,0.11791308964738705,0.13048255561323607,0.19239919156371274,0.3376625153969479,0.18614386541810812,0.07281000627133669,0.10660296352046442,0.1630559293778199,0.04995786690261939,-0.029432020450156825,0.18535972606117573,0.05612574235659571,0.13955042726750944,0.300230562986853,0.16717185135292995,0.23942426261288996,0.1896013226807795,0.18381853498781617,-0.006064484781801953,0.19521177546096355,0.17664396145205397,0.0008105791870292084,0.16362014564619948,-0.05245409611353658,0.04184691306316231,-0.08148430534337497,0.021918640999424234,0.0915841462911034,0.19181450638292594,0.02954103455344349,0.1747057655683086,0.22552125305156961,0.2674476054847179,0.12563041822399879,0.23439541277685405,0.1997207306047162,0.14921397831956346,-0.0753549253586764,0.22343602056450246,0.10857871922078324,0.12422705193269963,0.21105335306720474,0.2455130044038891,0.051109406636435616,0.09523562934095417,0.1629327335902194,0.04066727923994838,0.09702385945301924,0.23608834321663535,0.03372327100765866,0.03744222180452885,0.11512596826135058,0.2794069929686649,0.0629940931981361,0.038001148097571054,0.02826610356311073
DLTR,0.10445830595717785,0.09936346949718027,0.23106553230488472,0.07284969247068519,0.23127581684256587,0.2699107240960823,0.20207144809009972,0.2666321926077473,0.1622464157023655,0.13695790743987757,0.17973185567661662,0.24483389080073845,0.21183261034970075,0.1035118011994228,0.17875408783143856,0.16378094290225784,0.18681245817202485,0.2082527085067817,0.2548523194019098,0.23730145977214315,0.19220003506107075,0.02952666749248915,0.17973378124723544,0.2552948172382754,0.14446830502938676,0.22415066248736712,0.242609699292958,0.21783594771775494,0.27879947756779166,0.10206192749018245,0.29873100782242784,0.30054207467070904,0.30547382538917073,0.16370940304757023,0.26412117470253066,0.21623470619232962,0.16771167575026827,0.15807816368126987,1.0,0.2138812937952872,0.171249879953343,0.1889322556444202,0.27808647937969505,0.0984410571206281,0.09558155771208302,0.25341907479794834,0.21261885807273587,0.260657884371362,0.3398565300139722,0.3652836999844945,0.20395929676265487,0.2079015912798953,0.16191785508235412,0.18400056673802995,0.1706363238047595,0.1668736673793002,0.16877519277563974,0.18610288517283222,0.3091096479890266,0.23525725210024578,0.23685356470079846,0.2058755298087077,0.13384373966748894,0.2904156765076282,0.1507277123850254,0.04430239644925841,0.17180177382020045,0.2476828333584214,0.20244413604412684,0.19782025517721516,0.16900005532443368,-0.13606322035967935,0.24842956289382298,0.18930439930049403,0.19846467435482293,0.19260574458368046,0.22186422483413326,0.13790023582665176,0.2030338880545292,0.24658576513838948,0.11251049607047386,0.17270264972700933,0.22956366614020415,0.11849134528961405,0.17712592684812883,0.37910169433706237,0.2822263110900491,-0.0548586686416268,0.02923542119512583,0.23874680316888608,0.20206033120420486,0.16189461041453498,0.2761339742537865,0.20183031007178615,0.16212084343205446,0.1533491946797217,0.3145746695720086,0.2644525301224974,0.22358350118859835,0.17261070977214815
DASH,0.3974445132443736,0.3759325005205561,0.53478302090966,0.4000669782625144,0.44653712334550305,0.15370742687268305,0.04413178748211357,0.46659559411224466,0.28270062026231685,0.35562626623675586,0.4003092286095904,0.3725362898936203,0.45084692675727295,0.013680040429644658,0.39807759017485134,0.40122295954249804,0.32470078287900916,0.1725054241738221,0.19881754843595606,0.380431922506424,0.29816281705896963,0.3748757508441705,0.3284916347986844,0.31447748450858815,0.2555211523977102,0.2554500264173476,0.25045145559963056,0.23747019847470266,0.3518163247614486,0.18497736405871396,0.3970656143187469,0.35117233696212763,0.2976526172251812,0.4189304687397916,0.31413112817454575,0.3386819352091469,0.19227415640723844,0.09101377009707291,0.2138812937952872,1.0,0.26228413799176614,0.17644820700470787,0.3188532208676928,0.23003962947721193,0.2629361259198974,0.023925111602370586,0.44203216046989835,0.23726767770084478,0.49118639078876125,0.3137419430662044,0.2655281832056208,0.49955509799541487,0.2785259770566451,0.13337981966368676,0.35808387171262923,0.11499134995726669,0.36513741120656035,0.24067667702463835,0.28808260889235326,0.3674570596367612,0.3555473833658422,0.39829163535949536,0.35966436000138663,0.4587433127223735,0.2964094772331871,0.3244257240556059,0.21940690921037492,0.2031512350101893,0.3616402901764716,0.24564477905487353,0.3143055348198953,0.35809516764401395,0.4263950913587764,0.03114641065043468,0.2976880615047952,0.39072682511643353,0.25168469827851997,0.2848448366498377,0.3212584851362375,0.34864984465124865,0.22745970852358047,0.15579335637289088,0.39232037268262443,0.039192578077092144,0.22178978585711856,0.20270238960505774,0.3885890566823479,0.21741706373485623,0.34491622589525056,0.36075866631757303,0.053954647790199414,0.4038622387337202,0.39860414577803716,0.5831945211854287,0.2393097201862051,0.03127010401669352,0.34487643156979575,0.37002898782472016,0.09966596725837808,0.4340245947803554
EA,0.35482627873439715,0.10804445566831969,0.24866689591563348,0.2449652181451728,0.2121764609369636,0.23078387500974912,0.2697942221383454,0.2757752958084702,0.22751043430419132,0.31102919618497576,0.2091750102259016,0.319624102464792,0.3284269599286789,0.21450727602029013,0.16226679212801118,0.28879893336320944,0.28249348266999613,0.1392830707783506,0.14489726640357842,0.30733516889239143,0.29996894195407964,0.2677508534747834,0.13414726787422981,0.17118912455729762,0.3365716662442251,0.2718652953967956,0.10693857374716109,0.1077236421737309,0.24278092862590292,0.19334363765055465,0.26916294059352286,0.29256753153618703,0.23892990846231527,0.26477786822172406,0.18881547077266989,0.11715816012170281,0.12207151166641923,0.18415002638747477,0.171249879953343,0.26228413799176614,1.0,0.2928017125339934,0.16190831589737642,0.23313129738146662,0.22574828941746108,0.20383724435481773,0.17855744180877736,0.30440030121172784,0.31949254563574725,0.1749276418260103,0.25469028951314626,0.30078073245043113,0.2535666230942698,0.08565826103817564,0.2544695370886644,0.13871276815197708,0.22058709656784645,0.28414201179820914,0.17874953483101116,0.2331807164299281,0.22836953794164302,0.14707674073573282,0.2042978738224393,0.23391393732369045,0.2213029073437959,0.2215143495962275,0.15208343810565303,0.10321841815825376,0.14728971648616193,0.21166774784300277,0.199289576472079,0.11945120918816599,0.26087661424555125,0.13618701842967162,0.10454565369003797,0.19758391800316985,0.17145375758423936,0.3288504425735822,0.2513435954305273,0.3025644826232489,0.15017566656644937,0.18503286699530352,0.25997248467491074,0.1267038255954246,0.2796458278715375,0.25297289075393886,0.26482233583941206,0.07942493211686105,0.2689737041690651,0.547035256845772,0.2096848475800241,0.1916273818215618,0.3110116721111352,0.29710138973907646,0.25333664186105664,0.2330308383551603,0.18021386984026855,0.2915276208405445,0.22698231966118207,0.1976943442211584
